Id,SalePrice
1746,258000.0
1747,216067.9
1748,210870.0
1749,164113.4
1750,143035.0
1751,230317.8
1752,125570.0
1753,136145.0
1754,218400.0
1755,158490.0
1756,124915.0
1757,117920.0
1758,147640.0
1759,172980.0
1760,155605.0
1761,141683.7
1762,175230.0
1763,168180.0
1764,118925.0
1765,176640.0
1766,168765.0
1767,191030.0
1768,148240.0
1769,176163.4
1770,141935.0
1771,139050.0
1772,137565.0
1773,140060.0
1774,136560.0
1775,135350.0
1776,129142.5
1777,120890.0
1778,123700.0
1779,122110.0
1780,171575.5
1781,136852.5
1782,112115.0
1783,115930.0
1784,89107.6
1785,110007.6
1786,134600.0
1787,172180.0
1788,58661.1
1789,79350.0
1790,99450.0
1791,174520.0
1792,161633.4
1793,128320.0
1794,134315.0
1795,136345.0
1796,129560.0
1797,109670.0
1798,126135.0
1799,115250.0
1800,132690.0
1801,119483.2
1802,136290.0
1803,161440.0
1804,138640.0
1805,132725.0
1806,115890.0
1807,154550.0
1808,106507.6
1809,126478.7
1810,148280.0
1811,127450.0
1812,118690.0
1813,125430.0
1814,106967.6
1815,54772.2
1816,103730.0
1817,116400.0
1818,124840.0
1819,105740.0
1820,93100.0
1821,126593.4
1822,132650.0
1823,65771.1
1824,128390.0
1825,154050.0
1826,111600.0
1827,112350.0
1828,152970.0
1829,104520.0
1830,134950.0
1831,184350.0
1832,122100.0
1833,135380.0
1834,128400.0
1835,170190.0
1836,126800.0
1837,108000.0
1838,123240.0
1839,82090.0
1840,166423.7
1841,157400.0
1842,91900.0
1843,135055.0
1844,130110.0
1845,161113.4
1846,152935.0
1847,140945.0
1848,69220.0
1849,109123.2
1850,133380.0
1851,162375.0
1852,131137.5
1853,149490.0
1854,174800.0
1855,139555.0
1856,216950.0
1857,185245.0
1858,140729.0
1859,119653.8
1860,158334.8
1861,119653.8
1862,271771.3
1863,271771.3
1864,271771.3
1865,331212.7
1866,336391.8
1867,246873.0
1868,302398.8
1869,198040.0
1870,265098.4
1871,260695.6
1872,171718.9
1873,220130.0
1874,144430.0
1875,212280.0
1876,195230.0
1877,225493.6
1878,206030.0
1879,131860.0
1880,129955.0
1881,266953.1
1882,260664.8
1883,194050.0
1884,213151.0
1885,262407.8
1886,310508.2
1887,223551.4
1888,281621.1
1889,158436.4
1890,139215.0
1891,142770.0
1892,113640.0
1893,143443.4
1894,132700.0
1895,150760.0
1896,115925.0
1897,113510.0
1898,109833.4
1899,114540.0
1900,150735.0
1901,175903.2
1902,139005.0
1903,255450.0
1904,141990.0
1905,161215.0
1906,161160.0
1907,196305.0
1908,93579.3
1909,121780.0
1910,116990.0
1911,188160.0
1912,251633.9
1913,140700.0
1914,68460.4
1915,337196.1
1916,63680.4
1917,243725.0
1918,133300.0
1919,153700.0
1920,144180.0
1921,420359.0
1922,336000.5
1923,204943.2
1924,222388.2
1925,224332.5
1926,383755.3
1927,137415.0
1928,161168.2
1929,122728.3
1930,118240.0
1931,138945.0
1932,149465.0
1933,178520.0
1934,177250.0
1935,180170.0
1936,183350.0
1937,185490.0
1938,170643.4
1939,268646.1
1940,212300.0
1941,176980.0
1942,192175.0
1943,198000.0
1944,315921.9
1945,362921.7
1946,180801.6
1947,293823.7
1948,181803.4
1949,245030.0
1950,179130.0
1951,265128.0
1952,232710.0
1953,163445.0
1954,213490.0
1955,130495.0
1956,291468.6
1957,166233.2
1958,331855.4
1959,152308.2
1960,114120.0
1961,125940.0
1962,87545.8
1963,102120.0
1964,113838.3
1965,158218.5
1966,166355.0
1967,272721.9
1968,359740.2
1969,399319.8
1970,418859.5
1971,413591.2
1972,360807.7
1973,260123.8
1974,319087.7
1975,444693.7
1976,293145.3
1977,405364.2
1978,366226.2
1979,350077.7
1980,205191.0
1981,327303.4
1982,226925.0
1983,218680.0
1984,174740.0
1985,232224.8
1986,242412.2
1987,173469.0
1988,174416.5
1989,179745.0
1990,240166.0
1991,208393.5
1992,219220.0
1993,182340.0
1994,257175.0
1995,176528.5
1996,284660.0
1997,289856.1
1998,351792.4
1999,237680.0
2000,302931.9
2001,276157.7
2002,244940.0
2003,260558.3
2004,258590.4
2005,202726.3
2006,214396.0
2007,242450.0
2008,189838.0
2009,181340.0
2010,188435.0
2011,130678.5
2012,184173.2
2013,177200.0
2014,194820.0
2015,202500.0
2016,186590.0
2017,201640.0
2018,127300.0
2019,130680.0
2020,120200.0
2021,119870.0
2022,187675.0
2023,155113.2
2024,249300.0
2025,336450.0
2026,182859.5
2027,141016.9
2028,169889.5
2029,160150.0
2030,277747.7
2031,234900.0
2032,254492.6
2033,277082.6
2034,171180.0
2035,205070.0
2036,182580.0
2037,182580.0
2038,302965.0
2039,203983.5
2040,422450.2
2041,280887.7
2042,194930.0
2043,165495.0
2044,168310.0
2045,255200.0
2046,143790.0
2047,157925.0
2048,126070.0
2049,137660.0
2050,166830.0
2051,101910.0
2052,145680.0
2053,154407.5
2054,95950.0
2055,158590.0
2056,119380.0
2057,124470.0
2058,220177.0
2059,132685.0
2060,146873.7
2061,178645.0
2062,143282.5
2063,117020.0
2064,137980.0
2065,109999.3
2066,172118.2
2067,129240.0
2068,139510.0
2069,84980.0
2070,108797.6
2071,107167.5
2072,123350.8
2073,145290.0
2074,193158.0
2075,154545.0
2076,122270.0
2077,141320.0
2078,134710.0
2079,122300.0
2080,117000.0
2081,131320.0
2082,137838.7
2083,148236.4
2084,114085.0
2085,125560.0
2086,114780.0
2087,122407.6
2088,102950.4
2089,92940.0
2090,130568.5
2091,123530.0
2092,129271.9
2093,151978.5
2094,138420.0
2095,151993.4
2096,78549.3
2097,93290.0
2098,145083.4
2099,67752.2
2100,127810.0
2101,134588.7
2102,146470.0
2103,104417.6
2104,134990.0
2105,134750.0
2106,81100.0
2107,255553.9
2108,115980.0
2109,124307.6
2110,122817.5
2111,151473.5
2112,142793.4
2113,128700.0
2114,89690.0
2115,156990.0
2116,103120.0
2117,146436.6
2118,117150.0
2119,109700.0
2120,108540.0
2121,119392.5
2122,103657.6
2123,82600.4
2124,189850.0
2125,139180.0
2126,148829.6
2127,136747.5
2128,142350.0
2129,100200.0
2130,145223.4
2131,141383.2
2132,100585.2
2133,107927.6
2134,113700.0
2135,107100.0
2136,73280.4
2137,102990.0
2138,136320.0
2139,147940.0
2140,136850.0
2141,129630.0
2142,132485.0
2143,138470.0
2144,124150.0
2145,135380.0
2146,168985.0
2147,165740.0
2148,129630.0
2149,140240.0
2150,213745.0
2151,141840.0
2152,152463.4
2153,141990.0
2154,107450.0
2155,125725.0
2156,221125.0
2157,261125.0
2158,235830.3
2159,219984.0
2160,175060.0
2161,260374.2
2162,429657.3
2163,351636.9
2164,273231.4
2165,166110.0
2166,149700.0
2167,218215.6
2168,200350.0
2169,200110.0
2170,226321.0
2171,142035.0
2172,143720.0
2173,156740.0
2174,238975.0
2175,299741.0
2176,313367.9
2177,276447.5
2178,221220.0
2179,145350.0
2180,184818.0
2181,194746.9
2182,222780.0
2183,196860.0
2184,138880.0
2185,122035.0
2186,150725.0
2187,147330.0
2188,168805.0
2189,169710.4
2190,88025.8
2191,92720.0
2192,90129.3
2193,96680.0
2194,97400.0
2195,113395.0
2196,121620.0
2197,103075.0
2198,163139.5
2199,172000.0
2200,126153.4
2201,112600.0
2202,190600.0
2203,161683.4
2204,160870.0
2205,124026.8
2206,120702.5
2207,223880.0
2208,210950.0
2209,180955.0
2210,105228.3
2211,111900.0
2212,116100.0
2213,96450.0
2214,158140.0
2215,102700.0
2216,155320.0
2217,71710.0
2218,80290.4
2219,69590.0
2220,104540.0
2221,341806.1
2222,258957.8
2223,280400.0
2224,224302.9
2225,146275.8
2226,181850.0
2227,195100.0
2228,271997.8
2229,243418.0
2230,157278.5
2231,221313.0
2232,166765.0
2233,172700.0
2234,228407.8
2235,197420.0
2236,251436.1
2237,326252.3
2238,227393.5
2239,99820.0
2240,156880.0
2241,147820.0
2242,136320.0
2243,138400.0
2244,105967.5
2245,104480.0
2246,149535.0
2247,102680.0
2248,125300.0
2249,128950.0
2250,128730.0
2251,139093.4
2252,160520.0
2253,140793.5
2254,178290.0
2255,187970.0
2256,186645.0
2257,195840.0
2258,172273.5
2259,177440.0
2260,152345.0
2261,208450.0
2262,215400.0
2263,364802.6
2264,426018.2
2265,161503.7
2266,286932.6
2267,363159.1
2268,360464.8
2269,164840.0
2270,202423.0
2271,233585.6
2272,225987.8
2273,174330.0
2274,164275.0
2275,170690.0
2276,188650.0
2277,172515.0
2278,147233.4
2279,124675.0
2280,108525.0
2281,160739.5
2282,169370.0
2283,93680.0
2284,99838.3
2285,161590.0
2286,126950.0
2287,333982.6
2288,274040.0
2289,412225.9
2290,466175.8
2291,339744.6
2292,412206.5
2293,437494.8
2294,418803.2
2295,442991.8
2296,255983.7
2297,318318.5
2298,335008.2
2299,363955.1
2300,321540.2
2301,289757.7
2302,258271.0
2303,243107.0
2304,250515.0
2305,175090.0
2306,177083.2
2307,169160.0
2308,226819.3
2309,288035.8
2310,218280.0
2311,200480.8
2312,170486.0
2313,177618.5
2314,180666.5
2315,172839.7
2316,170106.2
2317,173464.9
2318,174047.5
2319,175786.5
2320,176901.4
2321,248621.7
2322,172720.5
2323,183749.7
2324,177160.0
2325,218730.0
2326,172313.5
2327,225164.5
2328,229611.3
2329,183940.0
2330,185077.0
2331,358902.6
2332,358657.0
2333,302090.0
2334,262596.3
2335,258950.0
2336,347087.0
2337,212880.8
2338,279805.7
2339,238840.0
2340,410187.1
2341,223100.0
2342,242820.0
2343,228638.6
2344,240380.0
2345,239232.8
2346,203981.4
2347,202126.2
2348,223650.0
2349,161378.5
2350,302262.7
2351,257690.0
2352,274136.3
2353,197620.0
2354,110150.0
2355,152290.0
2356,161265.0
2357,196305.0
2358,199000.0
2359,111450.0
2360,124990.0
2361,135300.0
2362,252050.0
2363,146085.0
2364,151790.0
2365,222150.0
2366,210460.0
2367,243156.1
2368,169630.5
2369,239506.1
2370,167830.0
2371,161395.0
2372,185263.2
2373,272464.0
2374,297905.6
2375,239600.0
2376,309021.6
2377,349481.9
2378,144250.0
2379,208080.0
2380,147540.0
2381,152435.0
2382,195650.0
2383,224400.0
2384,225729.0
2385,146725.0
2386,136250.0
2387,130370.0
2388,103580.0
2389,131085.0
2390,138185.0
2391,133865.0
2392,111600.0
2393,163910.0
2394,139815.0
2395,187980.0
2396,147665.0
2397,206650.0
2398,116440.0
2399,50020.0
2400,49010.4
2401,124340.0
2402,138077.5
2403,138260.0
2404,139885.0
2405,151500.0
2406,136950.0
2407,116798.3
2408,132165.0
2409,148340.0
2410,153955.0
2411,126050.0
2412,146332.5
2413,141127.5
2414,134195.0
2415,138760.0
2416,125900.0
2417,132265.0
2418,125025.0
2419,133075.0
2420,121840.0
2421,165410.0
2422,123350.0
2423,128250.0
2424,137500.0
2425,159640.0
2426,124700.0
2427,123500.0
2428,176890.0
2429,111330.0
2430,132390.0
2431,123400.0
2432,140940.0
2433,144320.0
2434,142315.0
2435,152373.7
2436,109080.0
2437,97613.2
2438,117488.3
2439,98880.0
2440,120450.0
2441,97180.0
2442,98390.0
2443,113812.5
2444,116430.0
2445,89500.0
2446,117880.0
2447,212582.8
2448,148793.2
2449,115080.0
2450,161260.0
2451,116740.0
2452,243495.9
2453,107120.0
2454,115152.5
2455,103830.0
2456,143838.4
2457,110900.0
2458,107350.0
2459,112650.0
2460,136033.4
2461,114890.0
2462,132550.0
2463,116740.0
2464,146430.0
2465,112913.4
2466,115450.0
2467,133773.5
2468,92400.4
2469,88299.3
2470,168970.0
2471,203800.0
2472,168800.0
2473,125540.0
2474,98950.0
2475,222110.0
2476,101670.8
2477,128325.0
2478,154890.0
2479,128190.0
2480,131325.0
2481,120967.5
2482,131495.0
2483,117663.3
2484,127750.0
2485,120790.0
2486,138415.0
2487,204995.0
2488,148470.0
2489,145485.0
2490,146505.0
2491,84549.3
2492,183530.0
2493,138963.2
2494,171820.0
2495,85199.3
2496,187800.0
2497,164550.0
2498,121020.0
2499,93300.0
2500,125590.0
2501,132963.4
2502,142190.0
2503,90500.0
2504,207930.2
2505,216167.8
2506,258712.1
2507,322138.5
2508,260161.4
2509,226919.0
2510,235146.1
2511,188750.0
2512,213270.0
2513,222430.0
2514,252140.0
2515,147905.0
2516,151121.7
2517,140400.0
2518,145537.5
2519,231050.0
2520,209550.0
2521,192450.0
2522,214030.0
2523,131915.0
2524,141380.0
2525,143305.0
2526,140120.0
2527,113308.3
2528,131850.0
2529,133480.0
2530,121890.0
2531,261118.6
2532,225390.0
2533,198560.0
2534,253705.3
2535,314118.6
2536,239667.8
2537,234839.5
2538,190991.5
2539,194233.2
2540,172320.0
2541,182093.5
2542,153597.0
2543,123290.0
2544,136555.0
2545,116820.0
2546,146290.0
2547,135545.0
2548,158535.8
2549,162533.5
2550,436708.1
2551,143120.0
2552,118243.3
2553,87770.0
2554,107299.3
2555,111750.0
2556,114880.0
2557,116455.0
2558,161950.0
2559,140696.8
2560,121883.4
2561,133350.0
2562,132240.0
2563,138547.5
2564,159068.0
2565,118140.0
2566,137030.0
2567,117310.0
2568,189325.0
2569,197560.0
2570,106788.3
2571,180250.0
2572,189124.0
2573,238940.1
2574,271590.0
2575,122400.0
2576,131018.5
2577,173480.0
2578,99150.0
2579,90112.5
2580,125550.0
2581,139065.0
2582,108350.0
2583,307290.0
2584,158150.0
2585,169970.0
2586,245975.8
2587,222635.8
2588,154200.0
2589,145705.0
2590,214220.0
2591,194400.0
2592,244145.9
2593,273164.4
2594,171103.0
2595,207634.5
2596,342182.5
2597,174793.2
2598,289646.3
2599,314555.8
2600,160848.2
2601,131850.0
2602,89180.0
2603,108880.0
2604,94730.0
2605,78239.3
2606,154165.0
2607,173065.0
2608,226790.0
2609,170235.0
2610,112250.0
2611,155530.0
2612,152803.7
2613,127900.0
2614,124388.3
2615,152645.0
2616,139940.0
2617,170100.0
2618,185855.0
2619,227000.0
2620,171925.0
2621,183700.0
2622,189200.0
2623,261571.3
2624,259890.2
2625,315231.9
2626,160440.0
2627,197006.5
2628,447250.4
2629,475042.3
2630,369966.2
2631,478546.7
2632,417473.8
2633,306382.6
2634,410012.8
2635,145760.0
2636,203720.0
2637,182560.0
2638,265502.3
2639,180330.0
2640,150840.0
2641,108800.0
2642,176790.0
2643,93438.3
2644,133735.0
2645,94480.0
2646,85545.0
2647,97625.0
2648,135160.0
2649,140990.0
2650,150940.0
2651,152580.0
2652,421507.2
2653,260648.1
2654,275739.1
2655,408034.7
2656,381778.5
2657,327990.0
2658,276576.1
2659,293930.0
2660,324812.0
2661,377699.6
2662,388478.9
2663,304189.3
2664,273145.8
2665,323995.4
2666,289503.2
2667,167639.2
2668,184601.5
2669,167463.7
2670,299773.9
2671,185016.5
2672,182617.4
2673,216885.8
2674,201683.6
2675,178254.5
2676,184516.5
2677,191040.0
2678,271746.3
2679,281981.3
2680,291630.0
2681,385076.1
2682,326544.0
2683,461529.8
2684,319696.9
2685,349256.1
2686,265209.0
2687,329149.8
2688,226140.9
2689,200170.0
2690,436519.3
2691,180890.0
2692,117700.0
2693,200241.0
2694,116570.0
2695,189013.0
2696,183466.5
2697,194815.0
2698,203850.0
2699,165850.0
2700,158160.0
2701,151760.0
2702,108950.0
2703,130046.4
2704,142840.0
2705,130540.0
2706,123650.0
2707,122215.0
2708,132965.0
2709,111100.0
2710,126840.0
2711,286140.0
2712,362071.0
2713,181848.4
2714,149505.2
2715,162050.0
2716,173415.2
2717,178233.5
2718,251190.0
2719,153068.7
2720,172789.5
2721,141040.0
2722,171960.0
2723,140450.0
2724,128880.0
2725,135280.0
2726,149580.0
2727,174900.0
2728,166090.0
2729,157185.0
2730,147290.0
2731,114740.0
2732,106790.0
2733,150790.0
2734,154000.0
2735,134942.5
2736,162238.7
2737,122050.0
2738,140510.0
2739,154950.0
2740,127400.0
2741,142595.0
2742,150225.0
2743,139345.0
2744,148530.0
2745,136240.0
2746,126400.0
2747,149579.6
2748,127540.0
2749,135220.0
2750,136130.0
2751,131550.0
2752,232030.0
2753,151773.4
2754,185125.0
2755,119740.0
2756,93530.0
2757,60369.7
2758,91530.0
2759,157940.0
2760,158140.0
2761,145135.0
2762,146090.0
2763,174300.0
2764,165923.5
2765,263050.0
2766,152581.8
2767,79430.0
2768,132340.0
2769,126602.5
2770,153060.0
2771,122880.0
2772,122270.0
2773,143830.0
2774,138870.0
2775,133290.0
2776,136290.0
2777,163400.0
2778,123035.2
2779,145450.0
2780,91480.0
2781,104350.0
2782,112617.6
2783,107350.0
2784,129120.0
2785,136880.0
2786,84221.1
2787,120210.0
2788,94721.1
2789,206328.0
2790,83840.0
2791,106745.0
2792,90999.3
2793,167510.0
2794,97240.0
2795,103520.0
2796,105490.0
2797,172920.0
2798,132106.2
2799,101630.0
2800,68939.3
2801,107140.0
2802,138508.4
2803,140950.0
2804,147853.2
2805,92000.0
2806,108550.0
2807,160700.0
2808,146700.0
2809,136215.0
2810,136750.0
2811,157915.0
2812,143950.0
2813,149900.0
2814,153760.0
2815,91150.0
2816,222540.0
2817,129610.0
2818,128810.0
2819,183674.0
2820,134887.5
2821,91400.0
2822,184800.0
2823,209480.0
2824,169635.0
2825,138226.4
2826,134325.0
2827,147080.0
2828,223950.0
2829,176130.9
2830,242555.6
2831,190065.0
2832,209032.2
2833,292093.3
2834,211221.0
2835,220150.0
2836,206612.0
2837,162808.2
2838,145375.0
2839,177148.5
2840,200580.0
2841,200706.5
2842,233190.0
2843,154058.4
2844,155760.0
2845,127780.0
2846,211980.0
2847,203100.0
2848,211913.4
2849,214220.0
2850,293010.0
2851,237662.5
2852,244352.8
2853,234090.0
2854,138700.0
2855,209757.8
2856,209078.0
2857,204730.0
2858,202188.0
2859,140811.9
2860,129300.0
2861,126895.0
2862,188970.2
2863,121725.0
2864,262521.8
2865,142170.0
2866,133000.0
2867,101270.0
2868,93757.6
2869,111540.0
2870,167875.0
2871,104150.0
2872,72161.1
2873,109693.4
2874,146480.0
2875,100313.4
2876,165390.0
2877,153696.8
2878,152160.0
2879,159483.4
2880,92020.0
2881,161327.5
2882,167330.0
2883,164410.0
2884,190850.0
2885,186620.0
2886,200920.0
2887,82789.3
2888,120080.0
2889,65909.3
2890,99877.6
2891,134110.0
2892,53400.0
2893,114950.0
2894,61821.1
2895,327450.0
2896,330200.0
2897,210895.0
2898,143490.0
2899,238450.0
2900,152725.0
2901,184850.0
2902,168295.0
2903,352025.0
2904,323435.2
2905,138260.0
2906,235438.5
2907,112800.0
2908,126950.0
2909,143380.0
2910,97390.0
2911,89380.0
2912,146845.0
2913,102178.3
2914,83739.3
2915,92039.3
2916,91620.0
2917,155390.0
2918,105550.0
2919,242602.8
